Date,High,Low,Close,Volume,Price,Change In Price,Divergence Factor 1,Divergence Factor 2,Divergence Factor 3,Divergence Factor 4,Divergence Factor 1 Rank,Divergence Factor 2 Rank,Divergence Factor 3 Rank,Divergence Factor 4 Rank,DF Avg Rank,% Rank of DF Avgs,RSI,MACD,WPCTR,CCI,CCI Percentile,PNL Percentile,pdi,mdi,adx
2019-03-17 17:00:00+00:00,0.71196,0.7078399999999999,0.70939,3869,0.70939,0.0012836157404391073,-0.04019638485179977,-0.8781963848517997,0.004563110346193023,0.02479069767441866,1.0,1.0,1.0,1.0,1.0,1.0,53.643410852712954,-0.0013888396875015863,-22.117039586919585,116.32795261873906,0.8627906976744186,0.838,18.659385707628605,20.511412261426848,18.87896163815267
2019-03-18 17:00:00+00:00,0.71106,0.7087600000000001,0.7093,4917,0.7093,-0.0001268776126153297,-0.028697192269625416,-0.8606971922696254,0.009986716797756487,-0.02037209302325582,1.0,1.0,1.0,0.0,0.75,0.0,53.2989690721651,-0.0011692768773680084,-22.891566265060057,102.89571795707884,0.8116279069767441,0.832,17.90708239608288,19.684439519101126,17.868184358076952
2019-03-19 17:00:00+00:00,0.71026,0.70568,0.7087600000000001,4818,0.7087600000000001,-0.0007616039181724859,-0.0028207532426941517,-0.8248207532426941,0.012028420129705996,-0.17316279069767437,1.0,1.0,1.0,0.0,0.75,0.5,51.1201629327905,-0.0010270065631338143,-27.538726333906713,53.89278600502349,0.6488372093023256,0.822,16.48203657068372,23.469620497774773,17.841178181274508
2019-03-20 17:00:00+00:00,0.71682,0.70872,0.71,11098,0.71,0.0017480057454923215,-0.05191696619263425,-0.8999169661926343,0.004059734628575413,0.10548837209302331,0.0,0.0,0.0,1.0,0.25,0.0,56.85483870967729,-0.0008049200598092554,-41.38349514563124,152.68051627165914,0.9534883720930233,0.848,24.972200595888964,20.38057283673617,17.289968961667803
2019-03-21 17:00:00+00:00,0.7118800000000001,0.70758,0.70857,9320,0.70857,-0.00201611550276574,-0.16089232692608219,-0.9808923269260821,0.001704866327758448,-0.12930232558139532,0.0,0.0,0.0,0.25,0.0625,0.0,69.4581280788178,-0.0007358218585172827,-50.06067961165021,65.07757757758104,0.6906976744186046,0.82,23.22462724167083,20.80962867556203,16.446711413620065
2019-03-22 17:00:00+00:00,0.70878,0.7076600000000001,0.70807,970,0.70807,-0.000705895669700281,-0.1258608115851435,-0.9338608115851436,0.00039137434276131884,-0.26846511627906977,0.2,0.2,0.0,0.0,0.1,0.2,65.33333333333329,-0.0007131856967241834,-53.094660194174814,17.449737170107543,0.5395348837209303,0.808,22.77751234406924,20.409006745333297,15.663686547575736
2019-03-24 17:00:00+00:00,0.71168,0.70658,0.7109800000000001,5906,0.7109800000000001,0.004101341149489181,-0.13483356774496014,-0.9928335677449601,-0.0028997637565602924,-0.15567441860465114,0.16666666666666669,0.0,0.0,0.33333333333333337,0.125,0.33333333333333337,68.10747663551395,-0.0004551865876643024,-41.272084805653414,73.85687001461142,0.7023255813953488,0.858,25.717830771150158,18.648450229704622,15.68300388078276
2019-03-25 17:00:00+00:00,0.71463,0.71044,0.71438,5919,0.71438,0.004770733637306687,-0.15892587383445328,-1.0589258738344534,-0.00635286143755565,0.12790697674418594,0.14285714285714288,0.0,0.0,1.0,0.2857142857142857,0.5714285714285715,74.33366238894375,2.33618492078147e-05,-17.24381625441695,188.81864002122745,1.027906976744186,0.9,28.886696552912344,17.326069012835703,16.349652968846502
2019-03-26 17:00:00+00:00,0.7147600000000001,0.7068800000000001,0.70832,8294,0.70832,-0.008519064665859916,0.00557899671823725,-0.8054210032817628,0.0008934532297732473,-0.21100000000000008,1.0,1.0,0.375,0.125,0.625,0.625,55.22862823061632,-8.539207460134257e-05,-67.14060031595623,41.268722466962544,0.6,0.811,25.259029183113196,20.82374572648543,15.869292151415909
2019-03-27 17:00:00+00:00,0.7106,0.70638,0.7068,7870,0.7068,-0.002148228538289495,0.07525134135542011,-0.7207486586445799,-0.003629224266463602,-0.4634418604651163,1.0,1.0,0.1111111111111111,0.0,0.5277777777777778,0.5555555555555556,46.30252100840315,-0.00029087857246212767,-79.14691943127983,-61.61328588374159,0.3325581395348837,0.796,23.55314551480564,20.217586406892785,15.280094422536019
