Date,High,Low,Close,Volume,Price,Change In Price,Divergence Factor 1,Divergence Factor 2,Divergence Factor 3,Divergence Factor 4,Divergence Factor 1 Rank,Divergence Factor 2 Rank,Divergence Factor 3 Rank,Divergence Factor 4 Rank,DF Avg Rank,% Rank of DF Avgs,RSI,MACD,WPCTR,CCI,CCI Percentile,PNL Percentile,pdi,mdi,adx
2019-03-17 17:00:00+00:00,1.01596,1.01205,1.0124,23754,1.0124,-0.0019341220578675585,0.0504558003854769,-0.057544199614523096,0.012570337086165215,0.24316279069767444,1.0,1.0,1.0,1.0,1.0,1.0,35.03703703703724,-0.0024511505911264386,-70.52270779777264,-35.878536734485635,0.3511627906976744,0.108,16.129567419020184,21.410538298979613,19.203684454346227
2019-03-18 17:00:00+00:00,1.01935,1.0115399999999999,1.01505,35461,1.01505,0.002614122675375313,-0.00802990050528729,-0.2000299005052873,0.005517746985583931,0.4149767441860465,0.0,0.0,0.0,1.0,0.25,0.0,42.76129943502829,-0.0022813302127489,-42.4929178470255,42.03511626330703,0.6069767441860465,0.192,19.500849724526628,18.76425161537799,17.969491757161812
2019-03-19 17:00:00+00:00,1.01548,1.0119200000000002,1.0132700000000001,33481,1.0132700000000001,-0.0017551475673928418,-0.018265874876282742,-0.15026587487628273,0.007078690014482525,0.28893023255813954,0.0,0.5,0.5,0.5,0.375,0.5,44.261695906432905,-0.0022642762956410767,-58.51780558228992,-20.120320855611606,0.42093023255813955,0.132,18.385361170771382,17.690897982463635,16.823455681204855
2019-03-20 17:00:00+00:00,1.0158399999999999,1.00794,1.00876,51458,1.00876,-0.0044608709849449195,0.011230921498150762,-0.024769078501849236,0.013964804939337355,0.029116279069767444,0.6666666666666667,1.0,1.0,0.0,0.6666666666666667,0.6666666666666667,38.39568801521909,-0.00258488332587703,-92.81332164767704,-134.78144274604966,0.06511627906976744,0.036,16.17430852947302,21.62211069708207,16.651318877792523
2019-03-21 17:00:00+00:00,1.01134,1.00619,1.0082799999999998,55761,1.0082799999999998,-0.000475944958018847,-0.09805698807105277,-0.13005698807105276,0.014625391997077236,-0.01572093023255814,0.0,0.5,1.0,0.0,0.375,0.5,47.4529780564262,-0.0028449044085305797,-84.11854103343529,-202.78497738476315,0.01627906976744186,0.032,14.915045854953835,22.584288601486588,16.922773026779076
2019-03-22 17:00:00+00:00,1.00886,1.0071299999999999,1.00725,7882,1.00725,-0.0010220637645310129,0.0023493254154294957,-0.025650674584570505,0.009657801407594958,-9.302325581395446e-05,0.6,0.8,0.4,0.2,0.49999999999999994,0.6,36.86051595977244,-0.0030983693090878006,-91.94528875379896,-189.19537723506554,0.027906976744186046,0.028,14.506467061791787,21.96562061541707,17.174837593695162
2019-03-24 17:00:00+00:00,1.00826,1.00443,1.00586,40934,1.00586,-0.0013809481060609655,0.0033260405271657023,-0.016673959472834298,0.009891816370983136,0.01953488372093023,0.6666666666666667,1.0,0.5,0.33333333333333337,0.6250000000000001,0.6666666666666667,36.652173913043356,-0.0033725270595632573,-90.41554959785498,-175.59715885909586,0.03953488372093023,0.02,13.61711505461921,24.940891192108786,18.045789040414327
2019-03-25 17:00:00+00:00,1.0104600000000001,1.00567,1.0104600000000001,49371,1.0104600000000001,0.004562775730622388,-0.08409647340730321,-0.1460964734073032,0.0034619538649751846,0.12404651162790697,0.14285714285714288,0.28571428571428575,0.0,0.5714285714285715,0.25,0.14285714285714288,45.55306427503771,-0.003181938094157344,-59.58445040214354,-83.37905807042002,0.18604651162790697,0.062,16.081673732033643,23.038549246707525,18.02704144857869
2019-03-26 17:00:00+00:00,1.0118200000000002,1.0088,1.0099200000000002,61646,1.0099200000000002,-0.0005345529186179102,-0.053102047194874186,-0.10310204719487419,0.004261703324344883,0.27558139534883724,0.25,0.5,0.125,0.75,0.40625,0.5,43.724394785847544,-0.003039431775458512,-63.20375335120509,-44.82536279171272,0.32558139534883723,0.05,17.507197600237777,21.904166875962844,17.53629580962814
2019-03-27 17:00:00+00:00,1.0126899999999999,1.0091,1.00976,62929,1.00976,-0.0001584409414708152,-0.03239568682606657,-0.08039568682606657,-0.0009937526698576716,0.32176744186046513,0.33333333333333337,0.5555555555555556,0.0,0.8888888888888888,0.4444444444444444,0.5555555555555556,42.42081447963826,-0.0029059076593787037,-64.2761394101874,-32.33654876741863,0.3697674418604651,0.048,17.906072646382327,20.605325797863784,16.784344112226233
2019-03-28 17:00:00+00:00,1.01506,1.0083,1.01362,47652,1.01362,0.003815402625899419,-0.06173620878262229,-0.20473620878262228,-0.0003749392770871036,0.36397674418604653,0.2,0.0,0.1,0.9,0.30000000000000004,0.2,46.251319957761446,-0.0024602587631978867,-38.40482573726539,14.751525719270425,0.5069767441860465,0.143,19.747251055882682,18.39359244941391,15.838969894153069
2019-03-29 17:00:00+00:00,1.0155399999999999,1.01324,1.0155,9299,1.0155,0.001853020558610712,-0.04172006042610826,-0.24072006042610827,-0.002611312122330645,0.5614651162790698,0.36363636363636365,0.0,0.0,1.0,0.34090909090909094,0.2727272727272727,45.96602972399185,-0.0019330949982336865,-25.80428954423524,84.01903162608085,0.7604651162790698,0.199,19.789720860882504,17.697555358045346,15.106257876431323
2019-03-31 16:00:00+00:00,1.01576,1.01273,1.0152,33545,1.0152,-0.00029546462026146844,-0.1048549252487368,-0.2988549252487368,-0.000902564029371461,0.5548372093023255,0.0,0.0,0.16666666666666669,0.9166666666666667,0.27083333333333337,0.16666666666666669,51.40482785912189,-0.0015219770057603998,-27.815013404824825,81.705500079249,0.7488372093023256,0.194,18.78141209727425,17.653438186145575,14.248372697124667
2019-04-01 16:00:00+00:00,1.01875,1.01472,1.01559,38492,1.01559,0.0003840869856503832,-0.1032531124654894,-0.30725311246548936,-0.0004095337273787561,0.6750697674418605,0.07692307692307693,0.0,0.23076923076923075,1.0,0.3269230769230769,0.3076923076923077,52.40893066980033,-0.0011514204360931757,-25.201072386058808,117.03650892671888,0.8790697674418605,0.204,22.550310560584993,16.45272620305364,14.347318530409712
2019-04-02 16:00:00+00:00,1.01718,1.0142200000000001,1.0161200000000001,38432,1.0161200000000001,0.0005217280143546622,-0.13750325571703909,-0.3595032557170391,-0.0001275849350115682,0.5873023255813954,0.0,0.0,0.35714285714285715,0.9285714285714286,0.32142857142857145,0.28571428571428575,57.71784232365165,-0.0008056975346604212,-21.64879356568254,94.04402726562101,0.8093023255813954,0.222,21.39904557656203,16.475147006456073,14.251129307651743
2019-04-03 16:00:00+00:00,1.01672,1.01272,1.0142200000000001,36369,1.0142200000000001,-0.0018716082573643478,0.013067145908214839,-0.15693285409178517,0.003613868381855764,0.5230232558139535,0.9333333333333332,0.4,0.4666666666666666,0.7333333333333333,0.6333333333333333,0.8666666666666667,48.222698072805414,-0.000677217226874971,-31.634078212289722,66.39325586694663,0.6930232558139535,0.17,19.919100954888677,17.929212702888382,13.608729698118415
2019-04-04 16:00:00+00:00,1.01492,1.01016,1.01234,40818,1.01234,-0.001855361340699543,0.016049382716049387,-0.08995061728395061,0.007063784213220859,0.4102790697674419,0.9375,0.6875,0.625,0.625,0.71875,0.9375,48.01705756929622,-0.0007188099518080637,-44.76256983240208,19.011629610103252,0.5162790697674419,0.106,18.29739548711588,20.848113054627657,13.102105460513226
2019-04-05 16:00:00+00:00,1.01272,1.01134,1.01231,6901,1.01231,-2.963475168765427e-05,-0.14346772933270824,-0.24746772933270822,0.003797366952216957,0.3843720930232558,0.0,0.17647058823529413,0.4705882352941177,0.5882352941176471,0.3088235294117647,0.23529411764705885,59.3568792830781,-0.0007455984405526639,-44.97206703910581,8.289520698276256,0.4883720930232558,0.104,17.84382272623063,20.331310747758693,12.631668668451264
2019-04-07 16:00:00+00:00,1.01731,1.0122799999999998,1.01726,24638,1.01726,0.00487789020821544,-0.1940745949888003,-0.4320745949888003,-0.0008936525629228563,0.5364186046511628,0.0,0.0,0.16666666666666669,0.7777777777777777,0.2361111111111111,0.0,69.15529010238924,-0.00036321792956273136,-10.405027932960753,85.4898255559632,0.7744186046511627,0.238,24.35338174739459,18.52841905855587,12.699675489242432
2019-04-08 16:00:00+00:00,1.0183200000000001,1.0152,1.01596,24811,1.01596,-0.0012787599739818311,-0.16464291295514927,-0.3786429129551493,-0.0012643847279685504,0.5929767441860465,0.052631578947368425,0.052631578947368425,0.052631578947368425,0.9473684210526316,0.27631578947368424,0.2105263157894737,68.36777730915182,-0.00016319652716845212,-19.483240223464026,93.97409423690637,0.8069767441860465,0.214,24.80178816062841,17.492271156965206,13.027027900022599
2019-04-09 16:00:00+00:00,1.01652,1.01328,1.01491,24898,1.01491,-0.0010340396909288532,-0.16237693389592123,-0.3503769338959212,0.0022986524981155844,0.4213023255813953,0.1,0.15,0.4,0.65,0.325,0.4,69.36243046640948,-8.838549649281546e-05,-29.35779816513816,43.0908211001738,0.6093023255813953,0.188,23.34197875920383,19.950635913007673,12.656064240808965
2019-04-10 16:00:00+00:00,1.01576,1.01136,1.0131299999999999,24948,1.0131299999999999,-0.0017553898908044153,-0.05975673282283689,-0.1877567328228369,0.002204551268678817,0.30688372093023253,0.4761904761904762,0.4761904761904762,0.38095238095238093,0.38095238095238093,0.4285714285714286,0.6666666666666667,56.49635036496268,-0.00017075992549053787,-53.77990430622146,-17.23656208791532,0.43488372093023253,0.128,21.491938805886317,21.827920742355232,11.807458515421805
2019-04-11 16:00:00+00:00,1.01626,1.01288,1.01482,31259,1.01482,0.001666708144898305,-0.09247017763192167,-0.27647017763192167,-0.003557339102414254,0.3439069767441861,0.36363636363636365,0.2727272727272727,0.0,0.45454545454545453,0.2727272727272727,0.18181818181818182,61.29032258064456,-9.853749891619579e-05,-37.607655502391985,21.69362211924792,0.5279069767441861,0.184,21.079724087502765,20.48477440932616,11.066310696120365
